	tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
279478	tt12145528	movie	The Darkness	The Darkness	0	2020	\N	\N	Horror
279507	tt12146326	movie	Vida de un Actor Desconocido que no Interesará a Nadie	Vida de un Actor Desconocido que no Interesará a Nadie	0	2020	\N	\N	Documentary
279535	tt12147574	movie	Far from Perfect: Life Inside a Global Pandemic	Far from Perfect: Life Inside a Global Pandemic	0	2020	\N	142	Drama
279543	tt12148092	movie	Voices of Compassion	Voices of Compassion	0	2020	\N	108	Musical
279559	tt12149778	movie	Voices	Voices	0	2020	\N	\N	Thriller
279562	tt12149842	movie	Teufelsbünde: Dichtung und Wahrheit in Thomas Manns 'Doktor Faustus'	Teufelsbünde: Dichtung und Wahrheit in Thomas Manns 'Doktor Faustus'	0	2020	\N	55	Documentary
279567	tt12149954	movie	The Importance of Being Earnest	The Importance of Being Earnest	0	2020	\N	\N	\N
279569	tt12149972	movie	Behind the Helmet	Behind the Helmet	0	2020	\N	90	Documentary
279575	tt12150172	movie	Nirmal Anand Ki Puppy	Nirmal Anand Ki Puppy	0	2020	\N	100	Drama
279597	tt12150578	movie	Sweet Mahogany	Sweet Mahogany	0	2020	\N	86	Drama
279602	tt12150848	movie	Big Enough, Small Enough - South Bend in Transition	Big Enough, Small Enough - South Bend in Transition	0	2020	\N	\N	Documentary
279614	tt12151350	movie	Lost Ones: The Story of Dex Osama	Lost Ones: The Story of Dex Osama	0	2020	\N	\N	Documentary
279619	tt12151818	movie	She Guo Fen Nù De Hai	She Guo Fen Nù De Hai	0	2020	\N	\N	Drama
279620	tt12151820	movie	Shi Shen Ling	Shi Shen Ling	0	2020	\N	\N	Drama
279624	tt12152428	movie	The Sin Choice	The Sin Choice	0	2020	\N	78	Drama
279631	tt12152860	movie	Atração de Risco	Atração de Risco	0	2020	\N	\N	Thriller
279638	tt12153332	movie	A Rape Song	A Rape Song	0	2020	\N	75	Crime,Drama
279639	tt12153334	movie	100 Beds	100 Beds	0	2020	\N	100	Documentary
279641	tt12153366	movie	In good company, at Boromo's Grandes Personnes place	In good company, at Boromo's Grandes Personnes place	0	2020	\N	80	Documentary
279647	tt12153518	movie	Strawberry Blues	Strawberry Blues	0	2020	\N	90	Crime
279649	tt12153576	movie	As God	As God	0	2020	\N	75	Action
279651	tt12153674	movie	Flash la storia di Giovanni Parisi	Flash la storia di Giovanni Parisi	0	2020	\N	65	Documentary
279679	tt12155064	movie	Hochwald	Hochwald	0	2020	\N	\N	Drama
279691	tt12156580	movie	The Long Ride Home	The Long Ride Home	0	2020	\N	65	Documentary
279694	tt12156920	movie	Constelações do Equador	Constelações do Equador	0	2020	\N	108	Biography,Documentary
279696	tt12156954	movie	Entre Leiras	Entre Leiras	0	2020	\N	82	Documentary,Drama
279702	tt12157110	movie	Nuevos Oceanos	Nuevos Oceanos	0	2020	\N	\N	\N
279724	tt12157966	movie	FLOW: A Meditative Experience	FLOW: A Meditative Experience	0	2020	\N	90	Sci-Fi
279727	tt12158090	movie	Untitled Helgason Show Movie Project	Untitled Helgason Show Movie Project	0	2020	\N	\N	Action
279736	tt12158538	movie	Cry Havoc	Cry Havoc	0	2020	\N	85	Horror
279737	tt12158564	movie	A Heart on the Mend	A Heart on the Mend	0	2020	\N	\N	Drama,Romance
279752	tt12158846	movie	Una casa sin cortinas	Una casa sin cortinas	0	2020	\N	92	Documentary
279754	tt12158872	movie	The Endless Season	The Endless Season	0	2020	\N	90	Documentary
279775	tt12159268	movie	Love in A Taxi	Love in A Taxi	0	2020	\N	\N	Crime
279777	tt12159334	movie	Birds (or how to be one)	Birds (or how to be one)	0	2020	\N	80	Documentary
279779	tt12159374	movie	A Year in a Village	A Year in a Village	0	2020	\N	\N	Documentary
279784	tt12159696	movie	Troma: Fighting for the Underdog	Troma: Fighting for the Underdog	0	2020	\N	\N	Documentary
279787	tt12159766	movie	Trigger Points	Trigger Points	0	2020	\N	95	Sci-Fi
279789	tt12159782	movie	Love in isolation	Love in isolation	0	2020	\N	\N	Romance
279793	tt12159976	movie	Punta Sacra	Punta Sacra	0	2020	\N	96	Documentary
279794	tt12160014	movie	Fojos	Fojos	0	2020	\N	103	Documentary,Drama
279806	tt12160248	movie	Zeevast	Zeevast	0	2020	\N	85	Documentary
279812	tt12160800	movie	Visões do Império	Visões do Império	0	2020	\N	92	Documentary,History
279824	tt12162206	movie	Toxic Behaviors	Toxic Behaviors	0	2020	\N	54	Drama
279827	tt12162654	movie	Easter Dance	Easter Dance	0	2020	\N	60	Animation
279839	tt12163034	movie	Killing Kelly	Killing Kelly	0	2020	\N	52	Documentary
279849	tt12163452	movie	Defending the Kingdom: A Conversation with Tim Stark	Defending the Kingdom: A Conversation with Tim Stark	0	2020	\N	\N	Documentary
279850	tt12163646	movie	Agua de Arrayan	Agua de Arrayan	0	2020	\N	\N	Drama
279859	tt12164012	movie	Remote	Remote	0	2020	\N	\N	Sci-Fi
279860	tt12164022	movie	Marc with a C Presents: The Obscurity Show	Marc with a C Presents: The Obscurity Show	0	2020	\N	103	Music
279870	tt12164812	movie	To the Other Shore	To the Other Shore	0	2020	\N	75	Drama
279879	tt12165170	movie	Justine	Justine	0	2020	\N	\N	Horror
279882	tt12165264	movie	Soho Is...	Soho Is...	0	2020	\N	72	Documentary
279888	tt12165566	movie	Secrets in the Water	Secrets in the Water	0	2020	\N	\N	Thriller
279889	tt12165726	movie	Forever Love	Forever Love	0	2020	\N	\N	Romance
279901	tt12166434	movie	The Inglorious Serfs	The Inglorious Serfs	0	2020	\N	\N	Action,Adventure,Comedy
279905	tt12166890	movie	KingCobraJFS: Now it's a Party!	KingCobraJFS: Now it's a Party!	0	2020	\N	106	Documentary
279915	tt12168998	movie	Une Belle Bande d'Amateurs	Une Belle Bande d'Amateurs	0	2020	\N	95	Documentary
279916	tt12169000	movie	Crated	Crated	0	2020	\N	66	Thriller
279917	tt12169022	movie	Why? You can be the next one!	Why? You can be the next one!	0	2020	\N	\N	Drama
279920	tt12169216	movie	Sister Ignatius: Mother of Ska	Sister Ignatius: Mother of Ska	0	2020	\N	\N	Documentary
279926	tt12169664	movie	09	09	0	2020	\N	\N	Drama
279929	tt12169766	movie	Song of Rapa Nui	Song of Rapa Nui	0	2020	\N	\N	Documentary
279935	tt12169946	movie	Prodigal Husband	Prodigal Husband	0	2020	\N	\N	Family
279967	tt12170702	movie	Chien perdu	Chien perdu	0	2020	\N	\N	\N
279979	tt12171336	movie	TOPOWA! Never Give Up	TOPOWA! Never Give Up	0	2020	\N	90	Documentary
280030	tt12173704	movie	Le monde a besoin de plus de gentillesse	Le monde a besoin de plus de gentillesse	0	2020	\N	\N	Documentary
280035	tt12174062	movie	Reborn	Reborn	0	2020	\N	1	\N
280036	tt12174094	movie	Leoforio	Leoforio	0	2020	\N	90	Documentary
280037	tt12174238	movie	Solipsism Creed	Solipsism Creed	0	2020	\N	55	Comedy,Drama,Sci-Fi
280044	tt12174436	movie	Let's Not Meet in the Woods	Let's Not Meet in the Woods	0	2020	\N	\N	\N
280045	tt12174472	movie	Fellini degli spiriti	Fellini degli spiriti	0	2020	\N	\N	Documentary
280064	tt12175548	movie	Left All Alone	Left All Alone	0	2020	\N	\N	Thriller
280082	tt12176132	movie	Zelda Ocarina of Time	Zelda Ocarina of Time	0	2020	\N	\N	\N
280090	tt12176234	movie	Derek Sheen: Macho Caballero	Derek Sheen: Macho Caballero	0	2020	\N	\N	Comedy
280110	tt12176708	movie	Angel.A	Angel.A	0	2020	\N	55	Sci-Fi
280111	tt12176712	movie	The Hitchhiker	The Hitchhiker	0	2020	\N	83	Thriller
280120	tt12177486	movie	The Stork	The Stork	0	2020	\N	\N	Drama
280134	tt12179472	movie	Happiness Continues	Happiness Continues	0	2020	\N	104	Documentary,Music
280135	tt12179784	movie	In viaggio con Luca	In viaggio con Luca	0	2020	\N	87	Documentary
280136	tt12179836	movie	Talking to the Wind	Talking to the Wind	0	2020	\N	60	Documentary
280140	tt12179904	movie	Magnum Dopus: The Making of Jay and Silent Bob Reboot	Magnum Dopus: The Making of Jay and Silent Bob Reboot	0	2020	\N	99	Documentary
280143	tt12179952	movie	Rage: Lléname de rabia	Rage: Lléname de rabia	0	2020	\N	\N	Horror
280144	tt12179954	movie	Amin: Amen	Amin: Amen	0	2020	\N	169	Action,Drama,Family
280146	tt12180054	movie	Stro: The Michael D'Asaro Story	Stro: The Michael D'Asaro Story	0	2020	\N	88	Documentary
280158	tt12180560	movie	Hasroun : Flee to Be Free	Hasroun : Flee to Be Free	0	2020	\N	\N	Drama,Thriller
280161	tt12180614	movie	Seas of the Banished	Seas of the Banished	0	2020	\N	99	Drama
280162	tt12180672	movie	Travel from Moscow to St. Petersburg on the ship Nikolai Karamzin	Travel from Moscow to St. Petersburg on the ship Nikolai Karamzin	0	2020	\N	69	Documentary
280170	tt12181112	movie	Pretty Strong	Pretty Strong	0	2020	\N	\N	Documentary
280171	tt12181184	movie	Summer Rebels	Summer Rebels	0	2020	\N	93	Family
280172	tt12181374	movie	Envoy: Cull	Envoy: Cull	0	2020	\N	\N	Documentary
280173	tt12181438	movie	A Witness to Aloha	A Witness to Aloha	0	2020	\N	\N	Documentary
280182	tt12181824	movie	Super Madman	Super Madman	0	2020	\N	90	Comedy
280183	tt12181906	movie	Walang Kasarian Ang Digmang Bayan	Walang Kasarian Ang Digmang Bayan	0	2020	\N	\N	Drama
280188	tt12182184	movie	Tóxico	Tóxico	0	2020	\N	80	\N
280195	tt12182416	movie	Berts dagbok	Berts dagbok	0	2020	\N	\N	Family
280201	tt12182450	movie	The Spooky Pumpkin	The Spooky Pumpkin	0	2020	\N	53	Comedy,Horror
280202	tt12182460	movie	Kintsugi	Kintsugi	0	2020	\N	\N	Drama
280204	tt12182602	movie	Léo	Léo	0	2020	\N	\N	Thriller
280210	tt12182872	movie	Inri La Película de la Semana Santa de Estepa	Inri La Película de la Semana Santa de Estepa	0	2020	\N	\N	Documentary
280211	tt12182874	movie	Love and Poverty	Love and Poverty	0	2020	\N	\N	Action
280216	tt12183120	movie	The Albanian Code	The Albanian Code	0	2020	\N	55	Documentary
280219	tt12183248	movie	The Last Supper	The Last Supper	0	2020	\N	2	Thriller
280226	tt12183738	movie	Charmland	Charmland	0	2020	\N	\N	Documentary
280227	tt12183790	movie	Lámpara Oscura	Lámpara Oscura	0	2020	\N	88	Documentary
280228	tt12183886	movie	Binisutoy: Without strings	Binisutoy: Without strings	0	2020	\N	94	Drama
280229	tt12184036	movie	Mujereando El Quejío de Una Diosa	Mujereando El Quejío de Una Diosa	0	2020	\N	87	Documentary
280231	tt12184418	movie	Heidi en Chine	Heidi en Chine	0	2020	\N	82	Documentary
280233	tt12184432	movie	Persévérance	Persévérance	0	2020	\N	\N	\N
280234	tt12184468	movie	Siamo tutti Alberto Sordi?	Siamo tutti Alberto Sordi?	0	2020	\N	93	Documentary
280250	tt12185740	movie	Priest School	Priest School	0	2020	\N	58	Documentary
280251	tt12185764	movie	Tropicanada Montréal	Tropicanada Montréal	0	2020	\N	\N	Musical
280252	tt12185804	movie	The Cure Game	The Cure Game	0	2020	\N	\N	Action,Thriller
280254	tt12185844	movie	Sòne	Sòne	0	2020	\N	75	Documentary
280266	tt12186546	movie	Libelu - Abaixo a Ditadura	Libelu - Abaixo a Ditadura	0	2020	\N	\N	Documentary
280271	tt12186676	movie	Displaced	Displaced	0	2020	\N	89	Documentary
280272	tt12186700	movie	My Years As the Ghoul	My Years As the Ghoul	0	2020	\N	\N	Adventure
280276	tt12186846	movie	Unparalleled Mulan	Mulan	0	2020	\N	92	History,War
280283	tt12187144	movie	Rogue Waves	Rogue Waves	0	2020	\N	72	Documentary
280286	tt12187526	movie	OrigiNation: Return to HHI	OrigiNation: Return to HHI	0	2020	\N	115	Documentary
280287	tt12187576	movie	Rydez	Rydez	0	2020	\N	70	Drama
280288	tt12187586	movie	Father Soldier Son	Father Soldier Son	0	2020	\N	99	Documentary,War
280299	tt12188106	movie	Grace	Grace	0	2020	\N	\N	Documentary
280302	tt12188452	movie	Glassboy	Glassboy	0	2020	\N	\N	Drama
280312	tt12188996	movie	Amor Fati	Amor Fati	0	2020	\N	101	Documentary,Drama
280314	tt12189112	movie	Dat Vergeet Je Nooit!	Dat Vergeet Je Nooit!	0	2020	\N	86	Documentary,Drama,History
280316	tt12189208	movie	Le château	Le château	0	2020	\N	75	Documentary
280317	tt12189216	movie	Die Kunst des Seifensiedens	Die Kunst des Seifensiedens	0	2020	\N	45	Documentary
280318	tt12189238	movie	Amin: Amen	Amin: Amen	0	2020	\N	169	Action,Drama,Family
280330	tt12190206	movie	This is Not About War - Katy Haber and Willette Klausner on the Deer Hunter	This is Not About War - Katy Haber and Willette Klausner on the Deer Hunter	0	2020	\N	\N	Documentary
280331	tt12190244	movie	The War at Home - Rutanya Alda on the Deer Hunter	The War at Home - Rutanya Alda on the Deer Hunter	0	2020	\N	\N	Documentary
280332	tt12190300	movie	We Don't Belong Here - John Savage on the Deer Hunter	We Don't Belong Here - John Savage on the Deer Hunter	0	2020	\N	\N	Documentary
280334	tt12190374	movie	A National Anthem - Michael Deeley on the Deer Hunter	A National Anthem - Michael Deeley on the Deer Hunter	0	2020	\N	\N	Documentary
280361	tt12192058	movie	Black Grove	Black Grove	0	2020	\N	89	Mystery
280366	tt12192190	movie	One Night in Bangkok	One Night in Bangkok	0	2020	\N	105	Action,Thriller
280375	tt12192636	movie	Doll Face	Doll Face	0	2020	\N	\N	Horror,Thriller
280391	tt12193098	movie	International Jampot 2020 NZ	International Jampot 2020 NZ	0	2020	\N	55	Documentary
280406	tt12193476	movie	Down	Down	0	2020	\N	76	Comedy,Drama,Romance
280410	tt12193500	movie	The Passion of the Gods	The Passion of the Gods	0	2020	\N	100	Action,Drama,Fantasy
280418	tt12193734	movie	Liquor House Comedy presents Brown Sugar Night	Liquor House Comedy presents Brown Sugar Night	0	2020	\N	\N	Documentary
280437	tt12194150	movie	My love is Aisulu	My love is Aisulu	0	2020	\N	85	Comedy
280443	tt12194500	movie	Fearless Foxes: Our Story	Fearless Foxes: Our Story	0	2020	\N	63	Documentary
280444	tt12194514	movie	Athanor: The Alchemical Furnace	Athanor: The Alchemical Furnace	0	2020	\N	117	Documentary
280445	tt12194516	movie	Whale Island	Nan Ren He Ta De Hai	0	2020	\N	107	Documentary
280459	tt12195232	movie	Scat and Rap	Scat and Rap	0	2020	\N	62	Music
280461	tt12195246	movie	Downtown	Downtown	0	2020	\N	\N	Action
280466	tt12196092	movie	In My Heart	In My Heart	0	2020	\N	105	Romance
280468	tt12196256	movie	The September Purge	The September Purge	0	2020	\N	\N	Documentary
280469	tt12196260	movie	New York Our Time	New York Our Time	0	2020	\N	79	Documentary
280470	tt12196316	movie	Skinny Bitches, Revenge of the Bears	Skinny Bitches, Revenge of the Bears	0	2020	\N	\N	Comedy
280472	tt12196612	movie	The Lockdown Stories	The Lockdown Stories	0	2020	\N	90	Drama
280489	tt12197406	movie	The Journey	The Journey	0	2020	\N	\N	Action
280493	tt12197566	movie	Shaw Rising	Shaw Rising	0	2020	\N	57	Documentary
280496	tt12197612	movie	The Jewish 48'ers: in the American Civil War	The Jewish 48'ers: in the American Civil War	0	2020	\N	\N	Documentary
280500	tt12197972	movie	Discount Workers	Discount Workers	0	2020	\N	\N	Documentary
280501	tt12197976	movie	Westerns: Cut to the Chase	Westerns: Cut to the Chase	0	2020	\N	93	Western
280508	tt12198164	movie	The Wall That Separates Us	Bizi Ayiran Duvar	0	2020	\N	\N	Drama,Thriller
280509	tt12198200	movie	Oma Ofe	Oma Ofe	0	2020	\N	\N	Action
280513	tt12198224	movie	Stronger	Stronger	0	2020	\N	90	Drama
280525	tt12198488	movie	A Social Distance	A Social Distance	0	2020	\N	\N	Comedy
280535	tt12199052	movie	Violet Gibson, the Irish Woman Who Shot Mussolini	Violet Gibson, the Irish Woman Who Shot Mussolini	0	2020	\N	117	Documentary
280538	tt12199328	movie	The Otaku Files	The Otaku Files	0	2020	\N	\N	Horror
280539	tt12199366	movie	Mashed: Dinner with LeBron - Sprite of the Earth	Mashed: Dinner with LeBron - Sprite of the Earth	0	2020	\N	\N	Action
280540	tt12199368	movie	Baggy in & as KungFu Bonda: A Mostly English Stand Up Comedy Special	Baggy in & as KungFu Bonda: A Mostly English Stand Up Comedy Special	0	2020	\N	77	Comedy
280559	tt12200224	movie	Sockeye Salmon. Red fish	Sockeye Salmon. Red fish	0	2020	\N	\N	Documentary
280561	tt12200256	movie	Fire	Ogon	0	2020	\N	\N	Action,Drama
280562	tt12200280	movie	20 %	20 %	0	2020	\N	\N	\N
280567	tt12200380	movie	Fraud Festival	Fraud Festival	0	2020	\N	\N	Comedy
280568	tt12200444	movie	Il mio corpo	Il mio corpo	0	2020	\N	\N	Documentary
280574	tt12200648	movie	Numéro 13	Numéro 13	0	2020	\N	\N	\N
280599	tt12202534	movie	The Children of Izquierdo	The Children of Izquierdo	0	2020	\N	\N	Documentary
280602	tt12203218	movie	Scumbag	Scumbag	0	2020	\N	\N	Horror
280604	tt12203692	movie	Kazhimukan	Kazhimukan	0	2020	\N	\N	Biography
280607	tt12203780	movie	Redemption	Redemption	0	2020	\N	\N	Drama
280609	tt12203840	movie	Hodge Saves Easter	Hodge Saves Easter	0	2020	\N	65	Animation
280617	tt12204142	movie	Sensitive Lovers: a deeper look into their relationships	Sensitive Lovers: a deeper look into their relationships	0	2020	\N	\N	Documentary
280619	tt12204160	movie	Süveyda	Süveyda	0	2020	\N	\N	History
280623	tt12204310	movie	Our Last Goodnight	Our Last Goodnight	0	2020	\N	\N	Drama,Romance
280626	tt12204680	movie	Friedemann Vogel - Verkörperung des Tanzes	Friedemann Vogel - Verkörperung des Tanzes	0	2020	\N	60	Documentary
280627	tt12204694	movie	Amor Sertanejo	Amor Sertanejo	0	2020	\N	\N	Documentary
280633	tt12204880	movie	Being Trump	Being Trump	0	2020	\N	90	Comedy
280634	tt12204952	movie	2000 Blunts	2000 Blunts	0	2020	\N	\N	Documentary
280636	tt12205298	movie	Celestial Track of Peng Lai	Celestial Track of Peng Lai	0	2020	\N	81	Fantasy
280637	tt12205316	movie	Novoland the Castle in the Sky - Time Reversal	Novoland the Castle in the Sky - Time Reversal	0	2020	\N	\N	Fantasy,Romance
280638	tt12205322	movie	Strange Stories of Liao Zhai - The Land of Lan Ruo	Strange Stories of Liao Zhai - The Land of Lan Ruo	0	2020	\N	82	\N
280639	tt12205344	movie	Astaroth, Female Demon	Astaroth, Female Demon	0	2020	\N	76	Horror
280644	tt12205406	movie	God of Gamblers	God of Gamblers	0	2020	\N	74	\N
280645	tt12205420	movie	Kahay Dil Jidhar	Kahay Dil Jidhar	0	2020	\N	\N	Action,Crime,Drama
280646	tt12205460	movie	Viral Dead	Viral Dead	0	2020	\N	81	Action,Horror
280659	tt12205724	movie	Notes on the Cinematographer (parlato in italiano)	Notes on the Cinematographer (parlato in italiano)	0	2020	\N	117	Drama
280660	tt12205746	movie	Eva voudrait	Eva voudrait	0	2020	\N	59	Comedy
280663	tt12205822	movie	Télé Réalité	Télé Réalité	0	2020	\N	88	Drama
280668	tt12205904	movie	A Realm of Return	A Realm of Return	0	2020	\N	\N	Drama
280671	tt12206020	movie	Tim Harmston: The Whim of Tim	Tim Harmston: The Whim of Tim	0	2020	\N	\N	Comedy
280682	tt12206144	movie	Olavi Uusivirta: Auringon lapsi	Olavi Uusivirta: Auringon lapsi	0	2020	\N	54	Music
280696	tt12206458	movie	The Visitor	The Visitor	0	2020	\N	\N	\N
280752	tt12209212	movie	Como el cielo después de llover	Como el cielo después de llover	0	2020	\N	76	Documentary
280756	tt12209642	movie	The Adventures of Flare	The Adventures of Flare	0	2020	\N	\N	Action
280757	tt12209718	movie	Hallow's Evil	Hallow's Evil	0	2020	\N	\N	Horror
280760	tt12209892	movie	Why (II 2020)	Why (II 2020)	0	2020	\N	90	Drama
280761	tt12209930	movie	Bihari Gumchhawala	Bihari Gumchhawala	0	2020	\N	\N	Family
280765	tt12210288	movie	The Raft	HaRafsoda	0	2020	\N	90	Adventure,Drama
280770	tt12210768	movie	Mermaid Isle	Mermaid Isle	0	2020	\N	80	Horror,Thriller
280771	tt12210842	movie	My Name Is Addiction	My Name Is Addiction	0	2020	\N	\N	Drama
280772	tt12210844	movie	Mario's Biggest Fear: The Movie	Mario's Biggest Fear: The Movie	1	2020	\N	\N	Adult,Comedy
280787	tt12211406	movie	One Day	One Day	0	2020	\N	100	Drama,Romance
280799	tt12211666	movie	Player	Player	0	2020	\N	\N	\N
280802	tt12211742	movie	Brummi	Brummi	0	2020	\N	109	Drama
280811	tt12211822	movie	Bljesak	Bljesak	0	2020	\N	50	History,War
280833	tt12212200	movie	Kombinat	Kombinat	0	2020	\N	75	Documentary
280839	tt12213090	movie	Died from Corona	Died from Corona	0	2020	\N	\N	Drama
280854	tt12214628	movie	DAU. Nora Mother	DAU. Nora Mother	0	2020	\N	87	Biography,Drama,History
280856	tt12214692	movie	Good Girl Lola	Good Girl Lola	0	2020	\N	\N	Comedy,Horror,Western
280857	tt12214738	movie	A Machine to Live In	A Machine to Live In	0	2020	\N	89	Documentary
280863	tt12215146	movie	Anerca, elämän hengitys	Anerca, elämän hengitys	0	2020	\N	87	Documentary
280865	tt12215286	movie	Dino Dana - The Movie	Dino Dana - The Movie	0	2020	\N	85	Adventure,Family
280867	tt12215330	movie	24 Hours	24 Hours	0	2020	\N	\N	Drama,Sci-Fi
280878	tt12216206	movie	You Like to Draw?	You Like to Draw?	0	2020	\N	\N	Drama
280881	tt12216460	movie	Traffic Lane	Traffic Lane	0	2020	\N	\N	Comedy
280884	tt12216568	movie	In(di)visible	In(di)visible	0	2020	\N	47	Documentary
280890	tt12216822	movie	Man with A Family - A Greenlandic Adventure	Man with A Family - A Greenlandic Adventure	0	2020	\N	76	Documentary
280892	tt12216968	movie	Her Mothers	Anyáim története	0	2020	\N	75	Documentary
280893	tt12216986	movie	The Last Frontier	Podolskiye kursanty	0	2020	\N	\N	War
280894	tt12217016	movie	Boundless Life	Boundless Life	0	2020	\N	50	Documentary
280901	tt12217118	movie	1917 - The Real Story	1917 - The Real Story	0	2020	\N	60	Documentary,War
280909	tt12217430	movie	Latay	Latay	0	2020	\N	\N	Drama
280914	tt12217814	movie	Seperti Hujan Yang Jatuh Ke Bumi	Seperti Hujan Yang Jatuh Ke Bumi	0	2020	\N	\N	Drama,Romance
280915	tt12217840	movie	Chinese Ghost Story: Human Love	Chinese Ghost Story: Human Love	0	2020	\N	96	Adventure,Drama,Fantasy
280924	tt12218180	movie	Censored: War on Free Speech	Censored: War on Free Speech	0	2020	\N	102	Documentary
280950	tt12219112	movie	Heaven Beneath My Feet	Heaven Beneath My Feet	0	2020	\N	90	Documentary
280960	tt12219544	movie	TFW No GF	TFW No GF	0	2020	\N	\N	\N
280961	tt12219548	movie	Circo Voador - A Nave	Circo Voador - A Nave	0	2020	\N	\N	Documentary
280975	tt12220006	movie	They Cry by Night	They Cry by Night	0	2020	\N	45	Mystery
280980	tt12220902	movie	The Global System	The Global System	0	2020	\N	\N	Documentary,Family,News
280982	tt12221070	movie	The LYL Movement	The LYL Movement	0	2020	\N	\N	Documentary
280983	tt12221110	movie	Felipe Franco: The Chosen One	Felipe Franco: The Chosen One	0	2020	\N	91	Documentary
280992	tt12221704	movie	Were-Wool	Were-Wool	0	2020	\N	96	Comedy,Horror
280993	tt12221748	movie	Becoming	Becoming	0	2020	\N	89	Documentary
280994	tt12221824	movie	Untitled Corona Stories	Untitled Corona Stories	0	2020	\N	100	Drama
280997	tt12222074	movie	Fight of Fury	Fight of Fury	0	2020	\N	81	Action
281003	tt12222324	movie	Thibaan × BNK48	Thibaan × BNK48	0	2020	\N	128	Music
281007	tt12222484	movie	Because I Could	Because I Could	0	2020	\N	120	Drama,Thriller
281009	tt12222530	movie	Barking Up the Wrong Tree	Barking Up the Wrong Tree	0	2020	\N	80	Horror
281016	tt12222976	movie	The Carpenter	The Carpenter	0	2020	\N	\N	Action
281019	tt12223020	movie	Mujereando. El Quejío De Una Diosa	Mujereando. El Quejío De Una Diosa	0	2020	\N	87	Documentary
281025	tt12223246	movie	Cinemaa Zindabad	Cinemaa Zindabad	0	2020	\N	\N	Drama
281027	tt12223302	movie	Re - Vita tra le note	Re - Vita tra le note	0	2020	\N	77	Drama,Music
281033	tt12223558	movie	Night of Dreams	Night of Dreams	0	2020	\N	125	Drama
281034	tt12223594	movie	Nausica	Nausica	0	2020	\N	\N	Drama
281036	tt12223620	movie	The Slaughterhouse Killer	The Slaughterhouse Killer	0	2020	\N	78	Horror
281051	tt12223922	movie	Ghost Workers	Ghost Workers	0	2020	\N	53	Documentary
281053	tt12223970	movie	Vuosi al-Holissa	Vuosi al-Holissa	0	2020	\N	54	Documentary
281056	tt12224314	movie	Saving Notre-Dame	Saving Notre-Dame	0	2020	\N	94	Documentary
281077	tt12226588	movie	Absolución	Absolución	0	2020	\N	\N	Sci-Fi
281079	tt12226660	movie	Hidden Dragon	Hidden Dragon	0	2020	\N	\N	Action,Adventure,Animation
281081	tt12226788	movie	Khuda Haafiz	Khuda Haafiz	0	2020	\N	\N	Action,Romance,Thriller
281082	tt12226808	movie	Top Gunner	Top Gunner	0	2020	\N	\N	Action,War
281107	tt12228290	movie	Classic of Mountains and Seas: Ingenious Garlic	Classic of Mountains and Seas: Ingenious Garlic	0	2020	\N	70	Comedy,Fantasy
281111	tt12228514	movie	Jed's Girls	Jed's Girls	0	2020	\N	\N	Drama
281142	tt12229580	movie	The Disqualified	El Medestansi	0	2020	\N	114	Biography,Documentary
281144	tt12229640	movie	Eastern Horse	Eastern Horse	0	2020	\N	\N	Biography,Music
281153	tt12230400	movie	Tempelholf	Tempelholf	0	2020	\N	\N	Documentary
281171	tt12231584	movie	Living with Gaudí	Living with Gaudí	0	2020	\N	\N	Documentary
281173	tt12231752	movie	Three Comrades	Three Comrades	0	2020	\N	72	Drama
281188	tt12232638	movie	Interview with a Sculptor	Interview with a Sculptor	0	2020	\N	52	Documentary
281204	tt12233100	movie	Coca Cola	Coca Cola	1	2020	\N	140	Adult,Comedy,Horror
281215	tt12233622	movie	Josiah	Josiah	0	2020	\N	95	Documentary
281219	tt12233710	movie	Abused the Damian Arca Incident	Abused the Damian Arca Incident	1	2020	\N	105	Adult
281220	tt12233724	movie	General Svetomir Djukic	General Svetomir Djukic	0	2020	\N	54	Documentary
281243	tt12234120	movie	TOES: A Documentary on the Elite Organisation	TOES: A Documentary on the Elite Organisation	0	2020	\N	82	Comedy,Crime,Documentary
281248	tt12234166	movie	Taibai Sword	Taibai Sword	0	2020	\N	70	Action
281250	tt12234176	movie	La educación sentimental	La educación sentimental	0	2020	\N	65	Documentary
281251	tt12234180	movie	Actos de primavera	Actos de primavera	0	2020	\N	60	\N
281252	tt12234184	movie	Girant per Sant Antoni	Girant per Sant Antoni	0	2020	\N	101	Documentary
281253	tt12234204	movie	As mortes	As mortes	0	2020	\N	74	Thriller
281257	tt12234276	movie	Lock-In	Lock-In	0	2020	\N	\N	Comedy,Musical,Sci-Fi
281258	tt12234312	movie	La nova escola	La nova escola	0	2020	\N	85	Documentary
281260	tt12234326	movie	Constel·lació Comelade	Constel·lació Comelade	0	2020	\N	52	Documentary
281287	tt12235234	movie	Feya	Feya	0	2020	\N	152	Drama,Sci-Fi,Thriller
281288	tt12235250	movie	Beginning	Beginning	0	2020	\N	\N	Drama
281294	tt12235482	movie	Pathos	Pathos	0	2020	\N	186	Drama
281297	tt12235574	movie	Earth Symphony	Earth Symphony	0	2020	\N	74	Documentary
281304	tt12235940	movie	Seventh	Seventh	0	2020	\N	\N	Mystery
